ItemSetID,INVOICE_NO,ITEM_ID
2155,216070385,14787878
2156,216070386,14566078|14566633
2157,216070387,14996860
2158,216070388,14930032
2159,216070389,14967408
2160,216070393,131417|134202|2286017|3183220|3304319
2161,216070394,3328654
2162,216070395,3430323
2163,216070396,15182981|2242830
2164,216070397,229547
2165,216070399,3368317
2166,216070400,14783960
2167,216070401,126538
2168,216070403,15180962
2169,216070405,225659
2170,216070406,3406283
2171,216070407,14900181
2172,216070408,3323022
2173,216070409,15052133
2174,216070412,14566216
2175,216070414,10884587
2176,216070415,3219347
2177,216070418,14883096
2178,216070419,133771|135888|1619789|3326167|3365271|70448|70449|70450
2179,216070420,13939590
2180,216070422,3338974
2181,216070423,3216989
2182,216070428,14940173|3249022
2183,216070429,3328654
2184,216070430,131417|131424|9337590
2185,216070431,3430323
2186,216070432,4547588
2187,216070433,3306320
2188,216070434,14565707|14566758
2189,216070435,135739
2190,216070436,126383|133271
2191,216070437,3217353
2192,216070438,3371051
2193,216070441,3245379|3326933
2194,216070443,3306621
2195,216070444,14840920
2196,216070445,140946|140947|149674|149731|149830|88274
2197,216070446,11444587|14682730|14719168|14753930|148665|152529|211523|3249731|3321005|3390583|3420392|3423636
2198,216070447,14504726|3372437|5705592
2199,216070448,138203|138247
2200,216070449,148732|150002|87127|88222|88224
2201,216070450,3399648|8847589
2202,216070451,3434889
2203,216070452,143048|14729899|3242037
2204,216070453,14182621|142993|14797946|15062956|15065932|2933072|3302792|7409594
2205,216070454,134742|1756|3326167|70448|88444
2206,216070455,125741|126524|126570|134130|70415|87945|9684587
2207,216070456,1697|3328645
2208,216070457,133024|133827|134130|134151|134163|134231|1660795|3249425|70438
2209,216070458,13681593|15016082
2210,216070459,14382753|14889891|3206271|3252293|3317108|3341419|5150587
2211,216070460,134837|70415
2212,216070462,3303948
2213,216070463,9025590|988630
2214,216070464,3412221|88411
2215,216070465,14703820|14719168|14742045|15016491|15332967|3240820
2216,216070466,14748032|14940986|2093826|3317108|3343005|3368614|3830592
2217,216070467,126383|70072
2218,216070468,14536727|3243484|3245349|3245372|3316309|8620598
2219,216070469,134741|135388|135518|135523|135828|136082|1698|1707|1871786|2165800|26001|3185274|3249373|3249374|70448|70449
2220,216070470,2797101|3243434|3298637|3326167|9337592
2221,216070471,135879|1756|4709595|70450|88444
2222,216070474,12021587|134730|134768|135211|135344|135934|14788184|14810891|14811972|14841008|14883128|14988978|15247127|1698|1744|1919786|2206536|3328648|3399937|5239587|87626|88442|88477
2223,216070475,12021587|134739|14325739|14564162|14810891|15055883|15151168|1537795|2165800|3284155|3328653|88444
2224,216070476,126340
2225,216070478,3368317
2226,216070480,14721259
2227,216070481,3246369
2228,216070482,3246369
2229,216070483,3205150
2230,216070484,14862996
2231,216070485,7858596
2232,216070486,13342599
2233,216070487,3372437
2234,216070488,3332757
2235,216070489,14862996
2236,216070490,14940084|14973081
2237,216070491,3341285
2238,216070492,15220039
2239,216070493,15189017
2240,216070494,14843965|15189017
2241,216070495,12381590
2242,216070496,3340020
2243,216070497,14436753
2244,216070498,3320364
2245,216070499,3330611
2246,216070500,15321958
2247,216070501,125741|128666|133029|15404068|1747|2915083|2926077|3339446|4169607|70072|70415|70509|87351|87496|87526
2248,216070502,14861184
2249,216070503,128666|1717|3328654
2250,216070504,3368921
2251,216070505,12460598|12560591|13213592|140885|14810053|14918956|149756|149780|150006|150732|3220345|3304137|3325508|3337080|3383249|3383398|3403216|3415496|70044|70334
2252,216070506,14728067|3338470
2253,216070507,3317785
2254,216070508,15071245
2255,216070509,3368987
2256,216070533,13250608
2257,216070534,14988114
2258,216070535,11100590|14715107|14752990|14797538|14932993
2259,216070536,10667587|3087174|3215542|3322876|9330587
2260,216070537,14810056|14863026|14867948|3339161|9693590
2261,216070538,11371588|4642627
2262,216070539,10596587|10725020|122393|123152|123264|124447|125077|125365|134735|135251|136069|1698|1746|2206870|3219389|3220379|3243283|3297269|3328656|3335059|70511|88908
2263,216070540,12613587|70122
2264,216070542,15017114
2265,216070543,15205977
2266,216070544,14887869|14887957|2166797|8690589
2267,216070545,14718976|5960653
2268,216070547,15373189
2269,216070549,15210972
2270,216070550,15210972
2271,216070551,15210972
2272,216070552,15210972
2273,216070553,15210972
2274,216070554,15141088|15210972
2275,216070555,111064|1360788|14199703|14306734|14382753|14741895|3250581|3403217|3716596
2276,216070557,137504|3223666|3296284|3297305|3328049|3395634|3423188|4709647
2277,216070560,15280977
2278,216070561,14800919|14804028|15331178
2279,216070562,15595968|15595969
2280,216070566,15037947
2281,216070567,15494001
2282,216070568,14851864
2283,216070569,14532737|14861287|15010956|15017926|15054861|8821587
2284,216070570,15276967
2285,216070572,14967334
2286,216070573,14721260
2287,216070574,15122023
2288,216070579,3239599
2289,216070580,135171|3338405
2290,216070584,11371588|123979|15002622|2089807|3223668|3224466|6118594
2291,216070585,14543742|14935121
2292,216070586,14979865
2293,216070590,14863021
2294,216070591,13434589
2295,216070592,5609587
2296,216070593,15109984
2297,216070596,4169607
2298,216070597,3372437
2299,216070598,15189017
2300,216070601,3307285
2301,216070602,15218985|15427962
2302,216070603,15006123
2303,216070604,15230124
2304,216070606,11100591|125735|125989|126078|126079|126282|126318|126522|126542|126565|126791|126824|126991|126993|126995|127114|127510|128476|129040|129703|130157|1301757|131018|14208687|14542728|14764924|14797188|14860985|152235|183067|184100|2114799|219563|221527|232122|264314|2797101|2892082|3184265|3189452|3216715|3238629|3239600|3249784|3322763|3372597|3389884|3429174|481381|5539607|70057|70064|70066|70068|70072|70415|70589|70896|71502|98013|99011
2305,216070607,125735|126991|129092|14813497
2306,216070608,10175587|129761
2307,216070609,126597|127510|132546|13335590|14208682|14208703|14215613|14337735|14492732|14550844|14701275|14934489|183067|2797101|3365652|3387711|70064|7062587|8365587|9524589
2308,216070610,14761982
2309,216070611,10365587|1047629|11161587|12560591|126524|126564|126575|126690|131438|137984|143146|143456|14564162|14565914|14566227|14693957|148486|148734|148741|148744|149098|149674|150105|150959|2089807|231319|3310114|3400791|3408437|3410179|3412218|3417486|3424800|3771025|49046|70057|70072|70415|705448|70975|88061|9117587|9117588|9337592|9684587
2310,216070613,14788868
2311,216070614,131438
2312,216070619,15006141|3207586
2313,216070620,14215606|15002820
2314,216070621,1295820|133617|135449|14883083|3253011|3397276|70509|87118|87945
2315,216070622,2938077
2316,216070623,14518733|152201|1748|3329259
2317,216070624,14382753|14932919|3317108
2318,216070625,14797222|14933864
2319,216070627,14731277
2320,216070628,15180962
2321,216070629,14677787
2322,216070630,15142075
2323,216070634,14696111
2324,216070636,150002
2325,216070637,15058917
2326,216070638,13911590|13911591|13933609|14269853|14854897|5960647|5960667|5960669
2327,216070639,14442745|14853903|15276258|15452153
2328,216070641,100016|1227742|125741|126542|126793|129005|129623|13226594|132987|14208696|14215613|14422729|14542728|14728145|14737921|14743077|14757931|14785886|14827242|15083898|2010796|233275|3243299|3308862|3325077|3335289|3429174|5372588|70057|70064|70068|70415|70589|70896
2329,216070642,137984|142377
2330,216070643,161064|3336149
2331,216070644,14504726
2332,216070645,14185614
2333,216070646,14851864
2334,216070647,14988996
2335,216070648,15079028
2336,216070650,14841318
2337,216070652,15344042
2338,216070653,140944
2339,216070654,11129587
2340,216070659,210103|3307182|3559594
2341,216070660,148739|88061
2342,216070661,14851864
2343,216070662,3250475
2344,216070665,4775587
2345,216070666,15082018
2346,216070667,14827816
2347,216070668,125741|125765|126542|126597|132882|132999|133271|133566|155047
2348,216070670,14208698|14542728|14856101|7605589
2349,216070674,3430323
2350,216070675,135050|135519|14883083|15021864|1537795|1538791|3249375|70449|70509|83007|87120
2351,216070676,15022262
2352,216070677,1743794
2353,216070678,14712904|3145111
2354,216070680,3245790|3383374
2355,216070681,1708|3250360|70447|87945|88445
2356,216070683,12686591|130909|130912|132767|133006|3024098|3207827|3217384|3241905|3339195|3340658|3369266|3424800|8934603
2357,216070684,12686591|3241905
2358,216070685,14811886
2359,216070686,14827865|14828229
2360,216070687,6535589
2361,216070688,130912
2362,216070690,3330986
2363,216070691,14512089|14832866
2364,216070692,15017113
2365,216070693,120
2366,216070694,3417486|3421234|727487
2367,216070695,141149
2368,216070696,14665754|14677900
2369,216070702,14547728|14925066|15085069|15104001|3190569|3326606|3807428
2370,216070703,143129|148625
2371,216070708,135051|26001
2372,216070709,14208682|14337735|3365652
2373,216070710,2902089|3277227
2374,216070711,3188486
2375,216070714,141304|141873|14273740|143006|149778|150222|2814077|3220345|3241792|3311162|3415354|3434889|70986
2376,216070715,140985
2377,216070716,3249398|3328620
2378,216070717,15016997
2379,216070719,126538|14518733|193501|2443023|3329259
2380,216070721,3250475
2381,216070724,14851864
2382,216070725,11565588|121754|135883|136029|161064|1697|1698|231852|2946076|3238465|3297292|666430|70507|70509|88411|88447|88520|88870
2383,216070728,15006898
2384,216070730,14856101
2385,216070731,14961033
2386,216070732,126564
2387,216070734,3369266
2388,216070735,26001|3370941|70509
2389,216070736,14790820|3365652
2390,216070737,14566511|15115965
2391,216070738,126279|126282|135510|1755|1756|3114083|3216486|3220375|3245655|3365652|3389884|3391796|70072|70415|70447|70589|87945|88411
2392,216070739,70415
2393,216070740,134734|14308725|14923012|15093966|15137219|3312680|7398588
2394,216070741,134852|134859|1746|1754|1756|232058|70447|70448|70511|87945
2395,216070742,3217384|70068
2396,216070743,11220587|134857|135251|135883|88446|88518
2397,216070744,3336855|3421566
2398,216070745,123045|123213|124447|125250|135251|135509|14500731|14563944|1754|232057|2958070|3224816|3324598|3344669|3397744|3397783|3397792|818604|88622
2399,216070746,3217014|7398588
2400,216070747,3298469
2401,216070748,14215616|15002814|15002825|71642
2402,216070749,131438|14743132|70128
2403,216070750,3430323
2404,216070751,15016216|15016416|15017114|15017115|15385992|5960639|5960640
2405,216070752,135344|136151|26001|3338484|3392575|3397740|87947
2406,216070753,4709595
2407,216070754,126279|1756|88411
2408,216070755,14766895|3086114|3303948|3369585|6448587|8903588
2409,216070756,125737|126109|126542|126667|126693|12946596|14199611|3310482|3313869|3321253|420343|4709618|87068|9003587
2410,216070757,7062587
2411,216070758,135817|14564302|1754|3243723|68070|70448|87118|87794
2412,216070759,126570|12686591|132888|133005|3197344|3246369|3246553|3326112|3404379|4709595|70450
2413,216070760,134852|134853|134856|134868|1746|1754|232058|70447|70448|70511|87945|88624
2414,216070761,123103|123155|123157|123160|123164|123221|123264|123271|125286|125422|3219378|3219393|3219398|3243402
2415,216070762,112074|3370941
2416,216070763,10829587
2417,216070764,221530
2418,216070765,13885621|14742867|3307016|3312979|3323544|3326430|3333283|3391289|3398202
2419,216070766,15205977
2420,216070768,70447
2421,216070769,122221|122712|125077|14175625|183072|2956076|3182773|3186201|3205746|3220372|3239568|3240524|3335169|3418637|70274|88563
2422,216070770,14976901|3318131|8196591
2423,216070771,14768938
2424,216070772,142996|149674|3201502|3249731
2425,216070773,142996|14752934|3310210|3770914
2426,216070776,3336149|3403907|4221610
2427,216070777,14851864
2428,216070778,12252590|15057992|3399566|4110596
2429,216070781,15260110
2430,216070783,11579591|135553|135789|161064|2926068
2431,216070784,3216989
2432,216070785,11425587|13114591|13966591|3216408|3216651|3223014
2433,216070789,138325|138455|140813|14273740|14537792|14935136|149991
2434,216070790,7501587
2435,216070791,14307749
2436,216070792,11100590|3223354
2437,216070793,15016129
2438,216070794,3177179
2439,216070795,15002816
2440,216070796,3392640
2441,216070798,15290122
2442,216070799,70057
2443,216070801,14675136
2444,216070802,14756873
2445,216070803,149781
2446,216070804,149781
2447,216070805,14804014
2448,216070806,3401856
2449,216070809,3205287
2450,216070810,14639727|14852949
2451,216070811,3338663
2452,216070812,3239599
2453,216070813,61
2454,216070814,134263
2455,216070815,133617|15187054
2456,216070816,168138
2457,216070817,3417427
2458,216070818,3370941
2459,216070819,15122023
2460,216070820,13434589
2461,216070821,2096822|3188387|3247133|70072|70415
2462,216070822,4536587|6497590
2463,216070823,15151259|15159957|15324007|15386998
2464,216070825,15362963
2465,216070826,70415
2466,216070827,3722322
2467,216070828,15189017
2468,216070832,3246833|3306621|3430323
2469,216070833,15490986
2470,216070834,3114083
2471,216070835,15278996
2472,216070838,14696986
2473,216070839,14930127
2474,216070840,8255587
2475,216070843,3241832|70066
2476,216070844,129269|1383807|14281850|327321
2477,216070845,15610972
2478,216070846,3246553
2479,216070847,15305982
2480,216070848,15109011|232021
2481,216070849,15310968|15388038
2482,216070850,14849968|14888873|15022865
2483,216070851,88447
2484,216070852,14696111
2485,216070853,1295794|14699504|149904
2486,216070854,132650
2487,216070855,3330986
2488,216070856,10742590|12581589|14160593|14934539|14967408|15083684|3369837
2489,216070857,14961948
2490,216070858,3428876|70057
2491,216070859,14789074
2492,216070860,14731277
2493,216070861,11999587|135519|15086143|15313126|15373217|3336957|3398202
2494,216070863,3309006
2495,216070864,3241218
2496,216070865,14851864
2497,216070868,126282|127343|98013
2498,216070869,14777893|14778905|1544797|3205624
2499,216070871,2117796
2500,216070872,2902089
2501,216070873,602
2502,216070874,135492|135495|136123|14750016|3190768|3216486|3244336|3320602|3391796|3396557|3397652|3397656|3397668|3397670|3397671|3397730|3397782|3397783|3397793|7727588|818604
2503,216070875,131438|4709647
2504,216070876,15161961
2505,216070878,14961013|15444113|3337629
2506,216070879,129269|3305913
2507,216070880,14940001|14951868
2508,216070881,15221034
2509,216070882,13250595|137700|140823|140825|141304|142992|142994|143017|143694|14683790|14713798|148735|149896|149899|149987|150057|3182611|3220414|3246369|3296332|3369450|3369949|3371043|3405225|3417486|3420653|4642602|5705592|7003588|70334|8031587|88017|88060
2510,216070883,11100590|15278964
2511,216070886,140891
2512,216070887,15204957
2513,216070888,15231095|15253035
2514,216070892,14863024|14863025
2515,216070894,14188603|14218601|15015891|15063981|15362959|15362963|7830588
2516,216070895,3318250
2517,216070896,3366844
2518,216070898,70980
2519,216070899,15537988
2520,216070900,14710307
2521,216070901,14934539
2522,216070902,3272046
2523,216070903,14752949|15205127
2524,216070906,2305043
2525,216070907,15033863
2526,216070908,14976869|4231589|5610587
2527,216070909,4469589
2528,216070911,15083835
2529,216070912,3188673|3322836|8333602
2530,216070913,2206696
2531,216070914,14675698
2532,216070916,14810907
2533,216070917,14987872|3307913
2534,216070921,15409971
2535,216070922,14681936|3389884|3772606|9524589
2536,216070923,3216656|3386786
2537,216070925,70415
2538,216070926,134151|3222044|3335075|70415
2539,216070928,14774894
2540,216070929,23004
2541,216070930,14802853
2542,216070931,14883083|15084111|3411261
2543,216070932,3217349
2544,216070933,14742256
2545,216070934,126793
2546,216070935,3337943
2547,216070936,14930115
2548,216070938,193505
2549,216070939,1307777
2550,216070941,1301771|133006
2551,216070943,129611|131417|131424
2552,216070944,3225156
2553,216070948,14994055
2554,216070949,14372724
2555,216070952,70072
2556,216070953,174169
2557,216070956,12686591
2558,216070957,14566271
2559,216070959,3242245
2560,216070963,1307777
2561,216070965,125422
2562,216070966,14924061
2563,216070967,14547728
2564,216070968,10756589|13285589|3332856
2565,216070969,14564162
2566,216070970,14436753
2567,216070971,15108978
2568,216070972,15088052
2569,216070973,12588605
2570,216070974,15002629
2571,216070975,15142117
2572,216070976,14880868
2573,216070977,1751
2574,216070978,11444587
2575,216070979,12646587
2576,216070980,14742944
2577,216070981,1699
2578,216070982,135519
2579,216070983,3335173
2580,216070984,134130
2581,216070985,100|14860950|3335924
2582,216070986,3337276
2583,216070987,14920129
2584,216070988,14701339|1748|1751|2395|3322162|3325138|87704
2585,216070989,132882|132999|133002|133255|134368|3249398|3337935
2586,216070990,3338617
2587,216070991,15453073
2588,216070992,2901183
2589,216070993,14863024|14863065|14863074|15142075|15444113
2590,216070994,130643|3420408
2591,216070995,3250581
2592,216070996,3299265
2593,216070997,10109587
2594,216070998,6622593
2595,216070999,10798587|14175615|14870442|3327539
2596,216071000,10955588|141203|141682|2211801|3179370
2597,216071001,1360788|148744|14914913|150158|3005089|3190548|3201502|3301633|3328049|3339004|3390900|3396763|3399650|3420352|3423518|3704615|3782764|3806842|6946587|9374592
2598,216071002,3188280
2599,216071003,140891|149337|87141|88064
2600,216071004,3384826
2601,216071005,14642723|148530|3403410|3704617|3721710
2602,216071006,3409696
2603,216071007,149674
2604,216071008,139008|3423615
2605,216071009,142960|143816|150342|151076
2606,216071010,4231589
2607,216071013,3369455
2608,216071014,149674
2609,216071015,149674
2610,216071017,3392449
2611,216071018,3749931
2612,216071020,88443
2613,216071021,14748032|14752954|15071245|3304233|3382880
2614,216071026,125741|135831|3249347|3327256|70589|87118
2615,216071027,3406283
2616,216071028,70447
2617,216071029,126318|70415
2618,216071030,5485589
2619,216071031,3417217
2620,216071032,70436
2621,216071033,133449
2622,216071034,3307182
2623,216071035,15608973
2624,216071037,70072
2625,216071038,112074|133403|3186295|3249501
2626,216071039,14766011|14844865
2627,216071040,129611|134202|9337590
2628,216071041,131399
2629,216071042,3190310
2630,216071043,1708
2631,216071044,3186295
2632,216071045,134151
2633,216071046,14564699|14862914
2634,216071048,3206149|3313535
2635,216071049,23004
2636,216071050,126170|14401737|14518733|14565080|2493019|3085218|3253011|3340658|4536587
2637,216071051,1544797
2638,216071052,149991|3246708
2639,216071053,1300764|140938|142960|148486|149092|149674|149722|14976919|150001|150002|231320|3241584|846602|88284
2640,216071054,148741
2641,216071056,142993
2642,216071059,133618
2643,216071060,2826072
2644,216071061,14208699
2645,216071062,3182495
2646,216071063,126524|126993
2647,216071064,1008629
2648,216071065,122867
2649,216071066,126109|130036|14691192|14784060|3307946
2650,216071067,70072
2651,216071068,126570|126687|128933|128941|134857|70447|70509
2652,216071069,126279|126567|15086037
2653,216071070,149674|6622593
2654,216071071,128444|130027|14783905|14787362|3306451
2655,216071074,15071005
2656,216071075,143577|151191|15293041|3243632|70975
2657,216071076,143759|148549|2361|3242735|70349
2658,216071077,125963|126383|135879|15458009|2286017
2659,216071078,11425587|15000864|15517959|3317673|3345649|3402174|3410166|5722596|7935592
2660,216071079,15490962
2661,216071080,141873|14748032|149950|3220433|88061
2662,216071081,13000587|14401737|14565222|14728213|14932046|15503986|5560589
2663,216071082,143188|3301633
2664,216071083,1018630|143005|143752|151076|2361|70044
2665,216071084,11100590|14752990|14922966|3336205
2666,216071086,1344778|138560|150170|3322261|3322415|3420352|3420615
2667,216071089,11100588
2668,216071091,133449
2669,216071092,111060|3224466|3245684
2670,216071093,3250360
2671,216071094,14715107|3277227
2672,216071095,4709647
2673,216071097,2965068|3328674|3389915|3409656|8713587
2674,216071099,14812880|3245983|3250692|3344038|3714616
2675,216071100,129397|3189422|70415
2676,216071101,70448
2677,216071102,129783
2678,216071103,1290732|135528|136014|14691089
2679,216071104,3250618|3327256
2680,216071105,131399|132753|14336740|14474740|14696953|14696996|2248987|2494024|2614019|3245983|3250189|3394678|3396664|3400204|3416613|4079587|6511603|8934603
2681,216071106,134852|3328679
2682,216071107,11215587|12281598|14752909|2797101|3330609|9684587
2683,216071108,126318|591|592|598|70415
2684,216071109,1941788|2206870|3249375|3328643|3328645
2685,216071110,23004
2686,216071111,14939016|3344038|3369266|3394678|3424800|3714616
2687,216071115,3429174
2688,216071116,3114083
2689,216071117,70057
2690,216071118,14442739|14857908|3385297
2691,216071119,109|1698|2616015|3250413|70509
2692,216071120,3182597
2693,216071121,135171|14565574|14566234|1755|1756|3219389|3383629|3387872|3397780|88443
2694,216071122,14839896
2695,216071123,14269901|14492727|14719153|1537793|2542017
2696,216071124,15078930
2697,216071125,14756873
2698,216071126,7816587
2699,216071127,14564220|3413266|3414262|5560589|6019588
2700,216071128,15071005|15287976|15289983|3935587
2701,216071129,136106
2702,216071130,1707
2703,216071131,14565080
2704,216071132,88443
2705,216071133,2852069
2706,216071134,12990588|134855|134866|135171|14565574|1755|1756|3397744|3397782|3397783|88443
2707,216071135,12811587
2708,216071136,1707
2709,216071137,148744
2710,216071138,15180962
2711,216071141,11162590|14712360|1472791|149056|15022930|150416|3064068|3205350|3310949|3313535|3321010|3370489|3423376|76021|88064
2712,216071142,14940001|15033862|15135056
2713,216071143,14959954
2714,216071147,14831871|14923915
2715,216071148,3248528
2716,216071149,3997594
2717,216071150,88224
2718,216071151,132770
2719,216071152,14566053
2720,216071153,10756589
2721,216071156,225582
2722,216071157,225582
2723,216071159,138331|3253011
2724,216071162,14934952
2725,216071163,9972587
2726,216071164,3182758
2727,216071165,14728213
2728,216071166,132267
2729,216071167,14281728
2730,216071168,133006
2731,216071169,2555016
2732,216071170,10619587
2733,216071171,12229587|2205560
2734,216071172,125731|126079|15083836
2735,216071173,143137|3398293|3432023|3869375|49046
2736,216071174,14281728
2737,216071177,11100590|14752990
2738,216071178,15002796
2739,216071179,123216
2740,216071180,14889950
2741,216071181,2279038
2742,216071184,111064|149722|149728|149827|2202807|88274
2743,216071185,126565
2744,216071187,142957|143129|2494024
2745,216071188,14747938|3185304
2746,216071189,11100588
2747,216071191,3244904
2748,216071192,6971591
2749,216071193,133623
2750,216071196,14959954
2751,216071197,12739590|14934894|15073922|3206495
2752,216071198,15037994
2753,216071199,14361751
2754,216071200,232037
2755,216071201,11201590|3296933|3297485|3341286|3429579|5139587|5639588
2756,216071202,15301991
2757,216071203,3243278
2758,216071204,14361751
2759,216071205,135498
2760,216071207,14853889
2761,216071208,133453
2762,216071209,14713798|14813400|3984587
2763,216071210,13383591|14695823|14908198|3250518|3423476
2764,216071211,14566229
2765,216071212,126564
2766,216071213,11654587
2767,216071218,13259589|3191377|3400493|3416643|3459604|4499591|5453588|5639589|8220587
2768,216071219,116062
2769,216071220,3166116
2770,216071221,12074587|142957|14431725|148735|148965|149804|15516016|15527977|15562998|2991072|3250538|3301633|3323611|3328880|3412231|3547599|3782764|3783384|76021
2771,216071222,127343|14753944|8197588
2772,216071223,15550984
2773,216071224,111064|1360788|13753590|143048|143188|14741895|14817889|148744|14936117|14938858|149674|149906|15036066|150589|15456070|15457013|3201288|3201502|3250538|3312077|3323611|3324213|3342568|3389069|3394887|3401842|3403410|3421231|3806845|3866060|4725587|5871587
2774,216071225,14263700
2775,216071229,14796943
2776,216071230,1724
2777,216071231,126522|126597|126995|132983|133512|133677|14675186|155047|1987|2494024
2778,216071232,3391422
2779,216071233,3303948
2780,216071234,117834
2781,216071235,3366176
2782,216071236,3246896
2783,216071237,2899106|3340217
2784,216071238,4709595
2785,216071239,3370941|3417217|4709595
2786,216071240,1724
2787,216071241,87945
2788,216071242,14815998|1668796
2789,216071243,126594|128457|13042587|3333343
2790,216071244,1699|70415
2791,216071247,137858|148717|14989859|3344768|87139|88061
2792,216071248,14485726
2793,216071249,14564707|14565177
2794,216071250,15213022
2795,216071251,14678826|14786993|14863012|14863023|14863042|14863045|14863053|14863058|14943870|2195798|3152151|3196320|3196360|3197270|3241842|3241844|3241979|3325320|3335676|3342403|3345342|3395228|4642621|8944592
2796,216071252,14671926|14685804|14785889|14863013|14863040|14863065|14863073|14863076|150168|15016995|15025978|15173959|231361|5644588
2797,216071253,14281745|14297734|142998|14678826|14766861|14863012|14863022|14863023|14863044|14863045|14863053|14863059|148744|149993|15005904|3085086|3196320|3196360|3241842|3241844|3241979|3250538|3306281|3307938|3326978|3332723|3335676|3390885|3395249|3406281|4264659|4642602|4642603|6551590
2798,216071257,15188984
2799,216071258,3318772
2800,216071261,15180962
2801,216071262,117497|118092|231657|3221374|3253331
2802,216071263,8197588
2803,216071264,3145111
2804,216071265,14889950
2805,216071266,15001977
2806,216071267,15151259|15305982
2807,216071268,10937587|14873953|3217532|3236479|3310564|3318418|3323516|3339842|3339843|3398159|3408688|3414252|3901588|5610587
2808,216071269,12117587|14208661|14208676|14208677|15016149|3389884
2809,216071270,14388728|14672940|14868003|14988958|15002743|15002750|15002774|15002778|15016149|15022252|15420968|3365652
2810,216071271,134766|134857|134859|134866|134872|134973|135056|135092|135251|135492|135493|135494|135495|135497|135498|135499|135501|135502|135503|135504|135505|135506|135507|135508|135509|135515|135563|135773|135789|135820|135838|136122|14204632|14273730|14691206|14742996|14782320|14853889|14883083|15021876|15046870|15102036|1697|1698|1746|1755|183078|2100794|26001|2902161|3196207|3205339|3216486|3217598|3223710|3242406|3244360|3245349|3245356|3245629|3305245|3320602|3321500|3336149|3344437|3370545|3399386|3400607|70274|70509|7331591|7502590|761495|7793587|87118|87950|88004|88301|88411|88443|88444|88445|88622|88623|88624|88675|88676|88677
2811,216071272,12117587|12426588|13491589|14208663|14208672|14208676|14208681|14208702|14208703|14215613|14215616|14215620|14337735|14492732|14550844|14681936|14811864|14828044|14828049|14834148|14867991|15002739|15002743|15002760|15002766|15002767|15002790|15002792|15002797|15242288|2110799|3322763|3365652|3389884|3772606|5960737|7062587|71301|71383|8238587
2812,216071273,133619|134763|134853|134854|134867|134872|135056|135224|135344|135436|135452|135491|135492|135493|135494|135495|135496|135497|135499|135501|135502|135503|135504|135505|135506|135507|135508|135509|135510|135514|135515|135547|135563|135780|135789|135824|135835|135838|136191|136203|14368729|14742996|14889865|15021876|1538791|1697|1698|1698791|1707|1708|1746|1755|183078|2100794|23004|232041|2388036|26001|2895068|2895075|3181351|3205732|3206319|3216486|3245354|3245629|3250356|3308868|3312684|3315585|3316310|3317639|3318553|3321500|3326167|3332397|3336149|3344437|3389808|3398107|3403907|3434249|70126|70127|70128|70274|70297|70298|70509|7068592|761495|8696587|87118|87947|87950|87951|87995|881629|88301|88411|88443|88444|88445|88520|88563|88622|88623|88675|88676|88677|9544595|9544596
2813,216071274,12117587|14208661|14208671|14208672|14208676|14208683|14208699|14208703|14215606|14550844|14691199|14772880|14811886|14827582|14827599|14887892|14924021|14924084|14988958|15002742|15002763|15002767|15002771|15002823|15016149|15030899|15192280|2110799|3772606|71502
2814,216071276,128451|14461729
2815,216071277,126383|132759|132990|134130|193501|3322656|70072|70509|88004
2816,216071278,12619592|14960974|15385983|15488974
2817,216071279,15254971
2818,216071280,3207471
2819,216071281,4387643
2820,216071282,15213022|3323022|5609587
2821,216071283,131387|15055901
2822,216071284,135879|3298637
2823,216071286,138186|148744|149830|149987|150059|87140
2824,216071287,14741932
2825,216071288,3368987
2826,216071289,14621742
2827,216071290,4387643
2828,216071291,14952201
2829,216071292,3412218
2830,216071293,11158587|137792|141764|150169|3250538|3321334|3415366|3689593|3782703|3830592|486381|7582594
2831,216071295,14729878
2832,216071296,15213022|3333283
2833,216071297,15213022|5609587
2834,216071298,3298544
2835,216071299,15076869
2836,216071300,15444035|15444036
2837,216071301,13250594
2838,216071302,14768938
2839,216071305,141491|14208601|14281745|14297734|142998|14678826|14766861|14786993|14863011|14863012|14863019|14863022|14863023|14863042|14863045|14863053|14863058|14863080|148735|148744|14943870|15005906|2195798|3071101|3152151|3179307|3189383|3196320|3196360|3197270|3241842|3241844|3241979|3246626|3248286|3307931|3307938|3325320|3326978|3332723|3335676|3341315|3342403|3345342|3395228|3395230|3395231|3395249|3408343|4642595|4642602|4642611|4642621|5535589|8944592
2840,216071306,1343776
2841,216071307,2090822
2842,216071308,3997607
2843,216071309,14932032
2844,216071312,14755867
2845,216071313,150007
2846,216071314,3223657
2847,216071319,3016068
2848,216071320,3417453
2849,216071322,14818300
2850,216071323,15270069
2851,216071326,3561587
2852,216071327,15578006
2853,216071328,3223657
2854,216071329,13001587
2855,216071330,15052133
2856,216071331,3370545|70274
2857,216071332,143641|87995
2858,216071333,14923075
2859,216071334,5095593
2860,216071335,5095612
2861,216071337,15253036|15305982|15324007|15336990
2862,216071338,14816084
2863,216071340,128934|1725794|3014074|3216989
2864,216071341,131818
2865,216071342,3249313
2866,216071345,3338607
2867,216071346,3434270
2868,216071350,126109
2869,216071351,14894034
2870,216071353,3371051
2871,216071354,88623
2872,216071355,14703941|14704453|3322483
2873,216071356,70128|70415
2874,216071357,135469
2875,216071358,70448
2876,216071359,4709595
2877,216071360,15238085
