INVOICE_NO,ITEM_ID
306070150,70367
2316070535,3333174
D616070265,"15401996,2205447,2205849,2205853,2208000,2208002"
216075730,"11444587,3249731,3321005"
P516070065,15280990
316076734,"133936,79012"
W016072239,3310158
CX47347921,14880864
CX47346527,14762160
CX47345351,"135448,1696,23004"
316073079,14269804
216075368,88622
316071964,134580
306071503,15434989
6E01600524,15071921
CX48011879,2205849
316079875,15084135
W016072297,14856147
6C01600269,"15336110,15352007"
D616070436,14511964
216074025,1747
316073955,134278
316071746,14729891
316077468,15225147
1616070758/普00871191,14819946
216077373,88870
316079601,134615
216078196,"126570,126991,128941,134857,174169,3118092,70509"
2316070080,15002331
6I01600711,"14782215,14790248,15041895"
216075204,"11100588,3249375,70072"
316071570,"11922606,1754,3186201,3301771,70057,70448"
K516070209,15102173
W016073047,232022
W016077185,141098
W016075571,3423538
616070494,"14707809,15527970"
W016075242,15065876
216071927,3242485
D616070173,"14511970,2208001"
P516070011,15336249
216072929,"12790587,14988976,15037969,15064993,8934603"
W016077745,"148437,148885"
316076313,14792856
216072477,14719168
316079486,14555769
3416070224,15472045
CX47348307,"12588605,14813574,15284037,3306717,3341285,3368984,3515600,8186587"
CX47345727,4169607
1616070075,14935101
306071368,3818594
1616071600,"15348971,15570050"
306071444,"3423657,4614587"
616070049,2894076
W016078667,3219373
A716070516/17830682,15083230
316079831,15145189
316075423,70119
1616071058,15436270
316077992,9575588
316073636,"15101975,15109187"
316073558,15242451
W016078553,"15301000,15376006,15383205"
1616071300/88761686,"14270748,15037958,15242560"
1616070335/79213902,"15242494,15562962,15578026"
216072514,8929650
216073721,12753587
B516070154,3379902
CX47348292,3317898
3831600334,3049072
216073491,3323494
W016071914,88223
316079928,14534730
216077119,172052
316079389,3421408
2316071867,"5372590,8713587"
2316071742,8922604
CX47347466,"129769,135780,13997590,14747848,14755882,14810891,14813980,15027006,15083656,15151073,15162978,2208989,3219384,3241718,8187591"
D616070276,"14789366,15006241"
316078038,15156066
CX47346875,14564961
316076844,14671742
B516070256/14899402,14789978
A716070635,"14674977,3306306,3843329"
A716070421/17830786,2895097
316078447,14993904
216071893,15178995
316079729,"14677827,8027591,8027593,8027597"
316079518,134112
216077127,137488
216072254,3320895
W016074821,4361591
306070826,3182753
316078274,14816087
6891601054,"15280990,15336088"
316079976,"14990877,14990878,15376002"
K516070101,15051992
616071033,3297345
316072826,15086127
216073711,"3326167,3365271,70448,70449"
W016071283,15122981
316076243,12923592
W016073658,135831
CX47348403,14243595
306071924,14693768
216071084,"11100590,14752990,14922966,3336205"
W016076321,3404642
216076034,15453073
O516070490,3310182
6891600910,14735852
316070486,"132757,134624,1747,2230825,23004"
W016071804,"126567,183067,2425040"
W016075578,"14753939,2466095"
CX47346763,14149589
616070130,2262019
CX47345678,3429579
CX47347848,"100,126995,135831,14804417,3367973"
316075856,3342557
216071342,3249313
A716070463/17661715,70333
O516070619,3175142
316070504,1885793
216073003,14743038
316078915,3430669
W016074078,134900
316076440,"15116972,3370767"
O516070423,3205428
CX47346859,1708
216072569,7858603
216070981,1699
CX47346517,15085069
6A01600619,"15323074,15334102,15355971,15419008,15549964"
6F01600257,"15461984,15549964"
6A01600541,"15355971,15419008"
216075923,"12281598,3188268,6178587,70415,70447"
316073325,70448
216074176,"10608589,141743,3704617"
216072267,15290974
316077491,14762160
W016073005,3242368
K516070175,15280990
W016075307,135742
W016072305,135382
216077339,"1079632,15327048,3250109,3806848"
W016074970,3399407
216076620,14863067
2316071134,143146
216071307,2090822
CX47346688,3333358
216075671,3332757
CX47348681,9159587
2316071486,4231589
216077724,"131417,3183220,9337590"
CX47348731,"3244490,70986"
306071110,"139020,3196409"
CX47346229,15140213
316071952,70449
216071375,13250593
316076266,"14774140,14813079,14887901,14988081,3384897"
216071527,105072
6841600856,"14967066,15002147,15336004,15336088,15415066"
316075591,849616
1616070703/普00871190,14790349
B516070493/14899696,15264985
W016073968,14592723
216070478,3368317
316076879,14789852
O516070269,1504793
316071117,14710614
W016076698,1747
316079727,"15363023,3250360,3335078"
O516070424,3205428
316071205,3391847
W016078034,2205670
6916070009,15331043
306071348,15563960
216073516,134872
2316070410,15227079
6B01600381,"15306063,15307088,15336110,15355971,15406993,15542992,15549964"
6871600817,"14962884,15648014"
216073689,9693592
CX47345763,1537795
W016070469,"148732,2070789"
316074598,"14774076,14906000"
216077516,3299349
216072673,14714848
CX47346759,3396913
W016072760,14692732
6E01600510,"14845991,15336004"
CX48011954,"14512058,2205558,2206059,2207745,2208217"
1616070412/79213962,"15046941,15455982"
216076691,"125763,14827604,15141405,3390186"
W016077751,"14870291,14940095,14972023"
316079641,9661593
W016077854,14914904
216077324,14835861
2316071364,8186587
216070630,15142075
316072169,"14721017,14883033,15083043"
316074915,"13001587,14812014,15141281"
316075019,"150207,3223120"
CX47347678,"14579732,14761974,14813928"
306071701,15084125
316075893,3770844
1616071507/88761820,"15145128,15582968,15662959"
6881600389,15352010
D616070427,"15332023,15339000,3323517"
216073055,3368987
1616070202,15436265
316077099,14901041
W016073263,3421239
5416070150,15220021
W016073295,420337
2316070199,14407726
W016073445,134432
6861600356,15286972
216073659,"14260617,14729899,14738913,14893862,14908218,3393243"
316079846,15067883
216074035,7858596
W016079075,3386786
316072019,"13901590,13901592,14748246,14818316,14861197"
316074821,1304783
W016077909,3723603
W016074693,3323728
CX47347332,2208902
316071211,"15187219,15338984"
1616070360,"14481833,14980086,15194056"
6A01600561,15461985
W016078951,1696
W016071304,70509
W016076774,3184419
216073735,"15285971,15537988,15580963,15632973"
2316070094,"14420733,14711515,3400406,3783242"
6841601070,15355960
316076728,14368729
216077011,"3300442,3322751"
316073649,"14490755,14822194,6498628"
W016076033,14512161
O516070451,126995
306070036,14836002
316070921,"2901157,8063589"
316076943,5610587
W016071418,14711215
316079540,"143094,3143085"
316075954,3245787
A716070416/17830752,3391422
W016074293,14545723
316075183,666430
316078494,"14947869,15090102"
316070210,15170963
6881600309,14790248
316078437,"135046,135494,14432765,179052,205153,3176251,3245452,3342484,3367823,3399388,70122,70415,752501,8187591"
216076199,138560
316078654,15157040
316075102,11444587
A716070472/17661721,14980171
316070141,"3223014,3223647"
316077173,15444103
316071158,"15128958,15137052"
D616070006,2205849
W016074104,8929651
W016076859,"1103743,3200399,7028607,8644588"
316070030,15384960
W016074808,3178244
W016070304,14948878
216073746,"11425587,3317673,3396487"
1616071288/88761673,"15089999,15181053,15185962"
1616070409/79213961,"13211594,14310766,14526773,14676836,15151088,15182032,15540004"
6891600966,15278980
216075608,135449
316077957,14972118
316079295,3206202
W016074940,135742
W016073610,145298
CX47345912,134464
316077978,"14752201,14760944"
CX47346455,14929871
W016076685,3332885
216075083,3310034
CX47346237,3432028
316074220,141098
216074462,"1252735,88443"
2316071119,"14270752,14420723"
316077228,3185304
A716070118/17830668,"124102,126256,14972304"
O516070175,2291062
CX47346459,14566571
6E01600532,14811865
6841601053,15363982
W016077240,134587
616070180,"14529756,15227967,195100,3311861,3338510,3338511,3343928,3397322"
W016070936,"134856,135499,135506,136193,15021876,1755,1756,2100794,232058,3216983,3402252,70128,87120,88301,88411,88622,88623,88676,9858588"
CX47347301,14976921
CX47347843,2956076
216077701,5095593
1616071625,15539983
W016077003,6516615
W016072045,2206050
1616071539/88761852,14921003
2316071939,3152151
W016078016,3182509
6821600362,"15401981,15401982,15401985,15401988,15648032,15649001"
316078007,15227112
A716070404,70295
316079231,15351041
216072507,14160593
316075792,87856
W016075266,2205589
1616071321/88761697,"14923037,14935884,14971926,14989885,14992876,15049889,15151177,15163960,15181052,15236972,15242090,15313288,15313985,15331110,15552970,15589174,15623037,15640965,15653964"
W016076584,"2207601,2208298,3204880"
316073014,"15080981,15106959"
216077890,"15050867,8713587"
316073824,"134852,172052,5498614,564386"
216074204,88444
W016075061,14695760
316076307,3326606
216072098,14827114
216075084,3180426
CX47347119,15037994
CX47348114,14949917
316075345,15201975
W016072005,2205709
W016072878,148885
216074168,3404725
1616070550/88761171,"13211594,14806983,15046030,15078912,15104957,15206971,15272968,15372066"
2316071481,134368
316070902,"134231,14481839,14564079,14566672,1616802,193449,2474017,3085213,70068,88569"
CX47345607,14963907
O516070846,2892078
O516070722,171071
2316070482,3393248
CX47347407,"2602024,3183219"
316077971,14340755
CX48011764,"14511942,14742205,3324579"
616070620,"14835895,3373017"
W016074005,3217532
316071667,129410
W016070699,4271590
CX47347018,148735
W016072552,11440587
2316071085,15083051
306071894,14861184
CX48011853,14512058
316070299,15137376
316077799,"13539591,142981,3408540,88061"
CX47347951,100
316077843,"133024,133289,133405,87500"
W016076972,2321016
306071146,8004587
CX48010384,3246354
CX47348607,14731277
316077925,14909891
216071890,5403587
CX48011859,"14512043,14512214,14512221,15137146,1732785"
2316070240,3423952
2316071497,3341859
CX47348557,133314
306070031,11161590
W016072075,3179471
316079242,15016145
306070219,14723919
316072966,14799317
2316071016,"128933,132199,146620,150002,3208108,3423443"
216076999,"10801587,1360788,14727939,14793002,148735,15634147,2248991,3250538,3301633,3321334,3328049,3391627,3423509,3423518,3782764,3783384,3806842,3843369,9374592"
216072585,"12276591,585387"
1616070072,14935101
W016070535,"3244291,3345336"
W016074691,150049
W016075263,2208085
1616071516/88761829,"14270748,14813741,15071961,15078912,15116000,15185963,15242560,15363007"
216076556,"13988591,14671926,14685804,14712649,14785889,14863013,14863040,14863064,14863065,14863076,14952248,15005902,15005908,15005909,15016995,15025978,15129006,15180971,231361,2953103,5644588"
616070529,"2205817,2205849,2205853,2208000,2208001,2208002,2208003,2208057,2208059,2208062,2208400,2243076,3301843"
316071312,14819917
W016075329,3204325
316072413,"128862,15014858"
W016075461,135777
1616070600/88761236,15226030
2316070916,3394618
CX47346998,"13247588,15080205,15502021"
6F01600272,15648014
316075084,3408688
1616070519/88761153,14804260
CX47347892,10158588
W016076708,"15331140,3201507"
W016076855,3431739
CX47347759,13250609
216070305,149674
306070534,87820
1616070962/88761484,"15104957,15151088,15181053,15185962,15185963,15192099,15372066"
2316070636,"227540,2902122,966630"
6891600952,14967066
216075944,14742944
216076793,4231589
216070703,"143129,148625"
W016072715,2165800
W016077681,136289
O516070256,3866541
216077015,3191271
CX47346405,"3311643,3393108"
306070926,6837600
316072868,9769589
316077107,12358589
316075441,14972989
316075671,15088053
216078182,14961948
316076245,14823496
316074023,3421408
316070315,"15281965,15292003"
W016074490,88679
W016078440,14270861
216074227,3308888
5416070202,15286972
316074834,143571
1616071746,"15570049,15589014"
216073559,"135050,136191,14199727,14724137,14848865,2052826,233239,3298637,3336150,3402135"
6891601081,"14845991,14929876,14962884"
6A01600525,15406993
316079519,14694818
W016072146,126824
3416070107,15221037
W016078727,3190569
CX48010246,3224832
216076771,15564975
W016077324,8982587
6831600732,"14929896,15382996,15613960"
316070281,15207992
W016076839,3218378
CX47346450,135519
CX47347199,"135825,135826"
CX47348295,"138780,141540,3195197"
316076470,4162602
CX47346369,3404295
B516070141/01838854,"2831069,3372621"
216077981,"126383,14401737,14564167,3328655,88445"
CX47345633,126282
216070585,"14543742,14935121"
CX47348099,"3187174,87658"
306071575,"133289,133306,133402,133405,134228,134458,134573,215,3396244,70099,70115,70429,87500"
216075914,"135777,1746"
216073131,2788071
B516070413/14899369,"856,861"
316070043,"142960,142981,143690,146898,3323544,3843303,799603"
CX47347462,"149834,2211801,3217384,3250413,49046,88061,88284"
CX47346423,"3384014,3429579,6816591"
W016077020,70438
216073864,14681930
W016070815,3722175
316071916,"1301771,134359,14216600,14566227,2331016,3420548,4161590,88356"
316074594,1713
CX47347254,3250054
1616071225/88761626,"15243031,15246081"
316074721,"14436753,14762160,15121116,3307913,3326606,3429579,5453588,6358587"
A716070269/17830629,"125760,13885601,14109593,14584736,14749947,14890068,14915862,14923072,15060003,152235,15243013,179052,3179710,3196375"
W016070881,"140891,149110,3223082,3722546"
316073565,15106959
W016072307,14796939
316074740,1945786
W016074142,126693
2316070724,3335757
316074517,125733
6861600395,15352010
316079229,14905961
216074113,"135171,3332757,70449"
216073723,14724076
316073626,134290
316074731,11176587
W016074301,3307913
CX47346689,3326707
316070644,"2965068,3338312"
216076007,152201
2316071928,"132650,3414262"
6I01600586,15542992
216077898,"12273587,14564167,14566527,14887973,14988109,15070937,15071146,15073858,15073928,6600587,9879589"
216075037,14889950
216074909,"126279,126567,126995,15086037,2069803,2230825,228559"
316075027,"150207,3423520,70349"
CX47345787,14250599
216076109,14679773
316071614,"143155,149830,150778,150905"
2316070854,3217047
6E01600581,"14929876,14962884"
316071381,15059049
216076931,15084111
316070925,10736599
316074483,3312220
CX47346779,4536587
616070512,14526723
6F01600236,"15419008,15423965"
316071289,3246313
A716070006/17830607,"14689071,14704419,15059084,15083665,1713,2786069,88479,88870"
216073118,3183220
316075648,"15006230,15092071,15140354"
1616070196,15547003
1616071529/88761842,"15047904,15246081,15372066,15433961,15532001,15660019"
CX47347491,1754
216070979,12646587
1616070357,15331043
2316070586,"127172,127343,127413,132985,15176968,3190728,3248658,3313489"
2316070085,3104070
316071031,3367974
A716070525,"14847954,3423597"
W016071935,3761591
W016072643,3299441
5416070214,15288976
2316071515,3190345
W016076891,3423587
6A01600516,15334133
316071242,"15220035,15220036,3365635"
306071852,"134518,134574,134624,134625"
216070551,15210972
CX47346029,126079
316073888,"14424727,15116972,1862789,3246004,3306286,3315544,3335694,3370767,3392898,3430004,49047,70975"
1616070950,15471068
3831600328,10727749
306071485,3330825
616070297,"1734785,3125128,3374580"
216075509,2705041
W016078989,14766895
316072810,"14812014,14932035"
216071111,"14939016,3344038,3369266,3394678,3424800,3714616"
306070385,7574587
O516070281,14813495
316077759,136443
CX48010390,3342975
316070781,15227082
216075411,15088067
CX47348281,"14301735,3807427"
W016076587,225584
A716070494/00014998-00014999,"14313756,15163082,15163997"
5416070252,14782210
316073606,14960857
CX47347071,15220033
CX47347989,1619789
2316070848,3326279
316079193,"122454,122512,135572,136029,3305808,3308868,3365170,87118"
1616070327/79213894,14526773
W016076010,150124
316075315,3391689
5416070031,14846430
316075125,9853589
2316071859,"132650,3328654,3365098"
6891600954,15225133
CX48011774,14511942
1616071446,"14935101,14972945,15140963,15182007,15193972,15297002,15348977,15512018,15587004,15631970"
216070048,"141189,2154794"
306071223,116560
216074524,15084091
W016070035,"146724,2749085"
A716070281/17661977,3397671
316077619,219745
316076028,14863043
316074836,133769
CX48010376,3224937
316077686,"2205750,2207997,2500016,3305806,3321278"
CX47346234,14573762
316072940,"14199701,143155,15006179,3218338,3394283"
316072621,3383008
W016077593,3201509
O516070353,126678
W016071552,"2078835,231070,3216321"
2316070601,14924138
W016076345,"11448587,12032587,13635603,141810,148714,14924003,149778,149899,150528,1668796,3301803,3332725,3418423,70042,9103590,9693592"
W016070195,"15296997,3197302,3220390,3253352"
216076746,15623991
316078726,15117998
316071334,721461
CX47345837,88061
W016072102,2906087
216077118,132548
316073147,14694818
K516070077,"15058972,15189014,15189015"
W016071536,12520594
A716070650/17830711-17830714,"14940120,15444192"
A716070538,"135505,14757850"
E216070075,3224711
216073558,3565591
W016078133,137800
1616070475,"14481833,15157064,15192100"
CX48010371,"14707257,14707911,15525998,3267950,77031"
2316071896,"12486587,14828614,14863061,14938951,14959965,15193964,15331045,3205442,3388118"
CX47348202,"149991,1707,1708,1746,23004"
306070718,"3300675,3383971"
216074114,1998786
616070156,"1192,195100,2689015,3321854"
O516070864,12588605
316074048,148717
216075223,14696111
3831600354,2209038
K516070151,15058972
316073921,"14915933,15242589,3250360"
CX47346338,15220036
5416070007,14967066
W016079057,14976950
216077382,13250653
2316070928,14386760
2316070394,15002538
6881600359,15189014
316075768,"142996,143579,70355"
CX47346447,"14816961,14925066,6358587"
316073722,12323587
216073990,"3365035,3844591,8156587"
O516070579,2649018
316073903,"14562746,3390540"
216075610,70450
W016077168,3243634
2316070510,3241944
CX48011718,14992961
W016070958,70128
316072899,14863051
316072347,3237514
CX47346679,4242590
316078890,3224709
W016077145,14860891
W016072350,2209103
216078164,87991
316074819,"147362,150894,3393651,3782950"
306071986,14555769
306071649,14042589
W016070027,164062
316072898,14701193
CX47346147,14149589
216074472,"126564,12686591,133002,3197344,3240820,3246553,3370941,70450"
CX47347022,"132393,132409,132888,133002,1755"
6F01600245,14141594
316070379,"14797166,14967196,14968945,14968948"
3811600137,14979991
316072814,"3337320,9002589"
W016076945,14736911
W016078708,14873879
W016070731,3324232
316072260,3397771
316076265,15202048
1616071052/88761535,15455982
W016074969,138932
216072363,10579592
CX47347640,3366176
616070709,"15525973,3206259,3297111,3311804,3445588"
CX47348675,118754
216074146,"125741,125765,126542,126597,155047,3124107,70415"
316079332,"10758587,3365635,3807428"
1616071003,15554043
W016078517,3313963
O516070828,126819
1616070702/普00871190,14819950
CX47348274,3174154
2316070066,161057
K516070199,15288975
616070476,14752224
316070961,15051875
216074784,"14694789,14894490,14940229,15071172,15080214,3328682"
316079227,"122967,125760,15301041,3043069,70509,99011,99016"
1616071413,15331043
216074305,14677766
316071215,"14787099,14787429,14788925,15084220"
306071038,15201957
W016070203,"2208732,3311768"
A716070064/10930309,15582989
316070963,8004587
316077717,"3316161,3328974"
316074674,"3223166,3333358"
CX47347963,"134855,135249,1698,1754,4709595,70448"
216071555,"12646587,140729,14642723,14682730,15187025,3390583,3403410,88284"
216077088,14988873
D616070036,"13202587,3397897"
316078082,"3300588,3310090"
216073794,14863024
W016074069,3200344
O516070074,146829
W016074935,14889870
316071657,14796943
216077501,15458012
CX47346970,"14820864,14820865,3241912,6358587"
316071682,"15363023,3335078"
316073039,14785884
316070772,"14834920,15181028"
W016077146,1699
W016074008,143070
316071968,"14490752,14972902,15452004"
306072062,"205235,3371077"
216072089,"13318589,13318592,13335590,134769,134859,141590,14208659,14208665,14208680,14208682,14208683,14208686,14208688,14208690,14208691,14208692,14315766,14492732,14550844,14721090,14724137,14724140,14772880,14801001,14812012,14828049,14883083,14888052,14945863,14962908,14967349,14972043,15018885,150212,15022268,15084111,15318027,1754,1755,1756,2249021,2361,3180625,3245349,3309039,3316309,3326167,3365652,3372346,3387711,3389884,3403907,3435092,3704636,3772606,4265587,70447,70448,7052590,7062587,71383,72018,8177587,8620598,87945,88520,9524589"
6891600875,"14962884,15279968"
316072348,"143094,143573,70334"
W016075308,4265688
CX47348388,3185309
216071906,70436
O516070690,135556
W016070671,3328818
CX47347665,141088
316075582,14462723
1616070541/88761163,"14813741,15071960,15078912,15083976,15242560,15243031,15271976,9325588"
6A01600622,15306063
W016076764,"2208298,3325068"
CX47347684,3338507
216077334,"5020591,6622593"
CX47347444,14947869
6871600686,"14790248,15280990,15286972"
6861600344,"14866104,15472045"
6E01600446,14988891
316073862,"10697587,12560591,13252593,14711223,14711459,14712394,3247291,3302803,3372437,70349,9575588"
306070745,"10808589,12616599,14849881"
W016077034,15092087
216070886,140891
316079791,3297075
316072235,"3326430,3383008"
W016075846,3404507
W016070779,15303986
CX47346539,2677032
216075618,"1589785,1699,183067,3247133"
216071495,15006890
216076140,"134852,134859,1756,232058,3237449,70448,70511,87945,88623"
316074938,8713587
W016076985,3249491
W016072169,14915972
CX47346530,3365635
316075156,14896013
W016078227,88274
W016076452,3329981
316075983,14696999
316072732,"15247001,15313004,15369981,15369982,15369983,15369984,15369985,15369986"
316071106,14578796
W016077968,3249812
216072397,"150177,3242460"
216070311,"3420352,3984587"
A716070593,3312980
316075279,15490102
316078921,138563
W016078459,3190743
216075958,3217532
216078163,15057964
W016073565,150947
W016073615,134508
2316071911,"126991,127053,129092"
1616071125/88761553,15016499
316079517,14863010
W016070025,"3782948,3865912"
W016072784,15135031
216071346,3434270
316071253,13963604
316071633,"125735,3316190,70271,752497"
216070341,3196320
W016075123,6971591
2316072027,14691262
1616070682/普00871189,15228081
216073971,3366933
W016070917,3391346
W016077864,149110
W016078106,3328653
316079845,"126820,126824,130643,172052"
316074765,15157040
6831600880,"15323074,15355971,15541992,15542990,15542992"
1616071638/88764180,"15047904,15145331,15526998"
216073621,"3220345,3415354"
316073552,3306657
W016074362,133302
W016077200,"143747,3195173,3423502"
5416070236,15367960
216076726,"112074,12686591,133002,133006"
CX47347300,15049896
316078638,14462723
316072801,"14861183,14909040"
316078746,137785
1616070985/88761491,"15145171,15405075"
1616071576/88761875,"14191598,14688947"
2316070464,3248286
316074300,"14208633,146669,14761934,14762918,14901738,15064996,15221064,3771952,3771954,4614587"
216072980,"3196210,3206190"
CX47346024,"14973081,15017902,15372023,15570110,3338470"
CX47345722,14564961
3416070244,"15283965,15286972"
W016074030,2248991
316076550,15088069
CX47347102,14573725
306070723,14988996
216073136,14988996
316071197,135384
CX47345629,"149586,3071101,3188496,3200238,3321824,3423535,9284594"
CX47348687,23004
316078326,147146
216071092,"111060,3224466,3245684"
216072210,6358587
306070817,1748
316070621,15026879
216074005,"134730,134739,135211,135344,135382,135505,14810891,15041926,15140403,15226156,15247127,15300038,1537795,1696,1713,2165800,2206869,228574,3249376,3249478,3328645,3328648,3343451,5239587,88475"
P516070105,15189014
1916070084,"15192100,15192101,15194056"
316071024,14511900
216073064,3318250
316079498,3385422
CX47348344,15183967
316074261,14701325
316077517,121750
CX47347483,3420668
2316071241,6131593
306070116,"134715,15062927,2206658,3249343"
W016073649,15306034
W016072612,149674
316077844,14322729
316074571,14932032
W016073063,3322002
A716070510/17830676,"15180995,3312996,3412224,3721793,70334"
216070014,70128
D616070462,2208060
316070345,14752869
216076778,"1748,1751"
2316072071,137488
316077636,"14564798,14564812,14564913,14564961,14565090,14565222"
216074683,"11579591,135553,135789,136031,161064,2926068,3424487,70509,88411"
1616071658,"15348971,15436261,15436267"
3831600352,10727749
W016075510,"2643018,3252248,566386,643429"
W016074863,3182580
CX47345680,3417453
6I01600613,15307088
306071274,"14579782,14841124,14841128,14870535,14870536,14876857"
216070784,3216989
CX47345325,"134640,138035,15189044,3328532,3328588,3396465"
316073937,"15279965,4536587"
W016071294,135817
306070078,3195210
K516070252,15288975
616071038,"2205817,2207938,2208102,2241877,3175209,3390105,3394767"
316078488,"14862880,15242362,15509973,15582982,15585000"
W016073926,15055949
O516070647,4049590
316074036,138186
316072022,"2000789,3772230"
306070773,"11103589,15376002"
316076441,"133398,14564964"
W016071625,135496
216077950,"1047629,1095631,11494588,116450,116505,116507,124014,136502,137443,137480,137488,137501,137505,137902,138065,138175,138323,138455,139061,140476,14210595,14217608,14286721,142996,143187,14558753,14564220,14566070,14566074,14566793,14672953,14677900,14688920,14695769,14695843,14699051,14715461,14741995,14749871,14765972,14797217,14818324,14856044,148716,148741,149092,149674,149950,149987,150002,150043,150170,151074,1642795,167051,2070789,2089807,2231806,231320,2316014,2578032,2653018,3085086,3182644,3201502,3204458,3223014,3231085,3241944,3247035,3249580,3249983,3250322,3301633,3301839,3304843,3306788,3307260,3310482,3311960,3321824,3323544,3326477,3326533,3327136,3332555,3333278,3333283,3336613,3337685,3340169,3341684,3341994,3342693,3344116,3358317,3366642,3366643,3367942,3369343,3369811,3392450,3393701,3400611,3403234,3405328,3412227,3413226,3429164,3783159,3783391,3833588,3843221,3865741,4536587,5020591,6493606,6601587,6879587,70324,70333,70334,7042592,88221,88224,88231,9064594,9117587,94007"
CX47347897,"14303739,14307766,14988171"
CX47348128,14565274
216074034,14699598
316071136,14846051
CX47347088,"15594963,15594964"
W016076291,135880
216074491,1301771
2316071446,"141659,141895,14924228,1883795,3223354,3245437,70378,88334"
CX47347147,3418650
2316071693,143759
616070975,14933871
316074403,4467589
306070739,"13001587,14812014,70979"
W016075797,"126995,1748"
316076565,"15457098,15541969"
316075675,15313250
1616070761/普00871192,14819946
216074247,"12686591,3249450,3335312,3369096"
W016071155,141878
W016076926,3182619
W016077157,"3206565,3340559"
W016077836,147030
2316070075,8186587
2316071545,14952048
316073398,14694818
316072928,"14703746,3328643,3328648"
W016078308,223528
W016071009,126655
CX47347741,140610
216071694,14566115
316074468,15137039
316077368,"14870535,14876857,15270961,15270962"
W016077223,"173050,2474017"
W016078621,3162088
CX47345694,135506
216076562,135879
2316070820,"1095631,142710,3185257,3418646,3420659"
W016078155,3866224
2316071021,"2207304,2463018,3385578"
6A01600572,15470961
316074986,"132985,2833069"
216074665,148735
216073885,12560591
W016077761,1697
CX47346649,87947
W016075687,"130439,132982,143005,3189373,3324827,3396061,87991,88005"
316072618,3247152
2316071709,182056
216075227,132548
216073072,100018
1616070385/79213937,"14988989,15046030,15242187,15242560"
316077125,5960587
O516070200,1987
216076056,14836122
W016075870,3189230
1616070220,"14654729,14671860,14980086"
316079567,"14301743,6212594"
316074768,3398686
316072680,"70333,70349"
216072258,6385587
216076934,"12226587,13988591,14327726,14726948,14738951,14861213,14863040,14863063,3565591"
216071831,70450
6891600870,15179045
316070398,1007631
1616071490/88761808,"14689740,14843869,15002577,15182005"
5416070249,15344977
W016072935,3344411
316076235,15160005
316078628,14809891
CX48010538,14696155
6891600995,15355971
W016078979,"139219,141427,141621,142283,143002,146851,150622,151047,3369946,3434864,6497637"
W016075828,"135506,135553"
CX48010349,"15400016,15519972,15533019,3306970,3374514"
216077098,"132548,14889950,2797101,3188268,3298637,3326167,3336149,9337592,9684587"
1616070398/88761638,"14988989,15002037,15242560,15271976"
316071214,15205025
216071998,"132983,135050,3313874,70589"
316072379,"14923988,15127974"
316073845,5960633
W016071446,129592
3416070434,15283965
CX48010341,3203299
2316071914,"15303991,3175166,3336996,3370706"
2316071494,15022208
216077568,"10091587,111064,13385590,14208615,143048,14711018,14817889,14866876,148744,14925240,14936117,14938858,15254101,15313083,15456070,15457013,3249209,3299402,3311165,3323611,3389069,3400791,3403410,3424686,3806845"
K516070083,"14782210,14846430,15058972"
316074935,"134608,134624,70094,88570"
216076355,15086033
316070069,142919
W016078490,3330088
W016072749,8929655
216074217,"13702589,14671855"
CX47347661,14766867
3416070409,15349991
216072840,"14492727,14891932,14940921,3389915,8713587"
D616070001,"14852884,15329958,15331995,15332023,15332030,3306455,3323518,3345060,3391479"
P516070029,15280990
1616070984/88761490,15201033
W016071187,143317
316075492,5132593
W016072393,15062979
O516070417,3244420
W016078559,3307913
K516070081,14782210
316075009,3806732
316073292,"14771915,14951867"
O516070001,126109
316079109,1007631
216077709,"13341594,3217001,3223014"
216072081,14979865
316076209,9578611
216073364,"14758859,14859915"
316074413,"14573725,15140213,15220035"
316076499,"126344,1739"
W016078772,"3328836,70062"
W016072951,1699
1616070572/88761193,"15243031,15312000"
1616070030,"14481833,14654748,14671860,14731963,14980086,15157064,15192100,15194056"
2316071094,3333174
306071141,15556998
216070759,"126570,12686591,132888,133005,3197344,3246369,3246553,3326112,3404379,4709595,70450"
216075458,14816949
306072027,"14935991,3997595,5372590"
216075693,"13404592,4477587"
216077330,14673938
A716070185/10930345,"1290739,15210975,2172804"
CX47346765,15388075
216071913,148513
6B01600369,14735848
316078369,"134640,14450724,14846133,14999124,15084981,3323963,3327694,7887588"
K516070200,"15051992,15189014,15189015,15283965,15288975"
216076341,14595731
A716070014/17830843,"3417486,4616587"
216076398,14934258
216076657,15221037
306071334,3368987
W016071696,"134731,1698,70449,70450,87120"
2316071058,144377
W016072213,117042
W016075684,140985
216073366,135434
CX47348142,14564961
216076624,217578
216077396,2101803
1616071574/88761873,15318063
216070597,3372437
2316070908,4387624
2316070367,"134701,3335897"
6I01600601,"15140178,15278977,15286972,15346962"
CX47347092,3410179
W016073995,892629
W016077665,3312732
306071704,14812014
CX47347594,15203070
6B01600350,"15306063,15419008,15542992"
6I01600650,"15323074,15401984"
216077781,3310114
616070918,14988109
1616070594/88761230,14797542
316070749,14762160
W016071041,3434989
O516070154,10740640
316071927,134228
306071236,"15471014,2207328"
W016074591,142915
216070073,"137818,14741895,149674,2043785,3313535,3830592,49046"
216070998,6622593
K516070258,15189014
P516070100,"15189014,15288975"
