INVOICE_NO,ITEM_ID
CX48010611,15439976
2316071133,3216486
216072392,"135051,135104,26001"
216071862,149346
316074960,"13318590,3367974"
216071923,1500794
A716070232/17830879,"3316181,4169607"
216072318,6071587
W016075326,15300000
W016070405,4151592
2316071816,"135160,135501,135549,135789,135964,136150,1697,1713,1746,1755,1756,2072854,26001,3241698,70127,70128,70298,87951,88411,88475"
B516070145/01838858,"3375718,3380052,3381670,3382644,3382645,3382670"
1616071167/88761578,"14874094,15140959"
W016078206,"142995,88676"
W016078262,141177
316075655,14932032
CX47345815,3194180
306071427,14374725
2316070906,15343960
316071715,3311162
B516070210/01839027,"14851863,14865903,15111956,15268010,15270036"
316079624,"15039863,4265702,9384588"
306070966,15059857
W016076189,15002026
CX47346978,12686591
5416070235,15189014
W016070911,15116964
W016070336,2208221
306070037,"14498729,14712099,3185304,70086"
6871600716,"15307088,15334102,15334133"
216071676,"15037960,150669,3223483,4754587,4877587,5560589"
216075656,3190384
316079212,3073079
316075351,15156971
316078497,7847589
316072045,3339005
316073104,"3429147,3560592"
2316071809,"138594,141764,14924228,149890,1883795,3204433,3245437,3327072,887629"
2316071899,14270752
6I01600622,"14782215,15336004"
W016077785,"1218735,3399650,3620587"
306070883,123127
W016073117,3417507
1616071425,15245996
216074528,14999145
W016077110,15339960
216070586,14979865
CX48012014,3320895
316074912,14816056
W016071981,3312732
W016070152,3238634
2316071476,3424796
O516070716,137708
616070951,3311672
CX47347081,14536751
CX47348186,126995
1616070297/79213876,14491729
316078609,"15270065,3322260"
316070498,5610587
CX47346927,14565158
W016073620,"3312313,3393109"
216071061,14208699
216076134,15033862
W016070388,3249375
2316071054,15444173
216076653,3772130
216077722,15222028
316072026,14558753
216070566,15037947
O516070345,2072794
W016075892,150642
W016076174,"149827,3000071"
216072285,"134769,134857,134872,134954,134973,135051,135056,135092,135251,135448,135491,135492,135493,135494,135495,135496,135498,135499,135501,135503,135505,135506,135507,135508,135509,135510,135514,135547,135773,135789,135838,136122,14204632,14273730,14691206,14742996,14782320,14883083,15021876,15102036,1698,1698791,1755,183078,2100794,232058,233239,2902161,3196207,3205339,3216486,3217598,3223710,3224958,3242406,3244361,3245356,3245629,3305245,3310681,3326877,3336149,3344669,3387626,3400607,3411261,70274,70298,70448,70509,7331591,7502590,761495,7793587,87118,88004,88301,88411,88442,88444,88445,88518,88622,88623,88624,88675,88676,88677,8936594"
2316071090,14566755
6871600787,"15064868,15336110"
3831600292,15192061
W016078091,14436753
216076214,6622593
316072728,14315907
2316072016,7858611
1616071484/88761802,15226027
W016077372,3201502
316074590,9853589
216077588,143456
1616070410,"14671860,14980086,15157064,15194056"
1616071734,15436267
1616070546/88761168,"15046030,15047904,15182032"
316071299,"14835995,15187961"
W016070192,"3196350,3205211,3249018"
316076404,14910899
316079441,14361751
316073160,14906031
W016078761,134704
2316071711,"130744,15505078,3216373,3249478,3387691"
B516070165/01838946,14789202
216072778,"138954,143188,149778,231320,3299402,3783482"
CX48010350,3182648
W016073668,13997589
216076601,14696986
W016076354,"134739,1754"
W016070207,13941591
O516070339,70072
316075730,"14678860,3332885"
CX47347872,15031859
216077768,3336149
316070211,15170963
316076290,4025588
W016072290,3084118
306071412,3417336
W016075159,13093588
316071662,3368962
316077920,11914587
W016076406,14813572
6A01600633,"15461985,15648014"
P516070124,15189015
3416070212,15288972
216078087,128941
W016072624,566388
CX47348394,"137443,148644,149830,149890,150001,2211801,87141,88061,88221"
2316071598,14420723
W016067949,15140151
306072065,"10808589,14368785,14490752,14490799,14849881,15016727,15018027,15026948,15529995,3388829,6498628,8709591,9321598"
216073976,"151683,8620598"
CX47347455,"3345201,4889593,8654587"
316074589,15174979
W016076004,1303759
CX47345268,3179210
316074840,14991893
W016075393,130736
316076810,"1007631,14994072,3325089"
316070479,"1007631,1031633,1043629,125760,126986,127355,134742,136211,13885610,14687972,1745,2009798,2206536,2795077,2852069,2902091,3113075,3179299,3249375,3249478,3301784,3328643,3328648,3328655,3328656,3333219,3365894,5094607,70415,87496,923632"
316073099,15490962
D616070031,"12767591,14790077,3324601"
W016070786,8027598
316070770,"14729891,14850892,14874085"
316071604,8478587
316075997,15007892
W016076119,"135344,88479"
216070168,3220375
B516070263/01839180,15140457
316079425,"143155,70360"
W016078050,3338158
A716070029,14896069
216076506,"122622,122624,122631,122683,122689,122791,122864,123150,123151,123152,123154,123157,123159,123160,123164,123266,123272,134859,135250,135251,135492,135494,135504,136146,14058589,14325739,1433798,14368729,14463756,14583728,14704446,14713069,14910873,151684,15225162,15251973,161064,1698,1744,1754,1756,2100794,2512017,2573017,2958070,3184315,3188298,3219379,3220382,3221946,3223713,3224816,3241258,3243567,3245350,3246553,3248157,3250328,3298637,3313274,3317335,3322162,3328612,3334112,3338996,3383629,3391296,3391794,3392516,3392575,3396557,3396558,3397627,3397670,3397671,3397717,3397730,3397781,3397782,3397783,3397786,3402323,4221610,5152587,68062,70234,70274,70448,70509,8620598,88520,88622,88623,991655"
CX47345359,"12460588,142673,14719148,15083210,2901182,3318447"
CX47347681,2089807
316075596,"136029,14564436,152201,3338955"
1616071366/88761727,15242560
306070535,"15243962,15534005,15534007"
W016079107,3190332
W016072609,173070
1616070749/普00871191,14819946
316079491,14300767
316070537,14973145
6861600358,"15193975,15512018"
216073680,"11425587,14922966,9653587,991639"
1616071340,"14671860,14675955,14790551,15157064"
CX47346807,3182281
CX47346335,"14818300,3390395"
316074990,14990877
316075741,"142471,3302793"
316070601,"15140213,15205127"
306071148,3343262
W016076477,11895587
W016071549,"3296838,3300478"
D616070446,"13202587,3397897"
216076435,"10939628,140645,14277724,14536742,146667,2496032,3722175"
CX47346451,1589785
316078968,14696183
216071848,3205287
316077742,14752294
216072132,15142075
316074012,"13214588,6837600,7122588"
316070980,14932035
216072121,134857
W016072484,6971590
5416070143,15286972
5416070254,15286972
CX47348620,134515
2316072083,"100018,10955587,13685590,150848,2346014,3244454,3312740,3315582,3420408,3423571"
CX47348444,"15444281,3405227"
CX47345363,"133775,13728591,14243595,3186210"
W016076375,3398525
216074378,"135498,136122,14697844,3190576,3190768,3216486,3219394,3383629,3391796,3396557,3397652,3397668,3397730,3397740,3397782,3397783,3397793,88563"
316070830,14723919
316078150,14565193
W016074550,3249288
E216070076,3395251
306070687,14774957
1616070115/79213720,14797546
1616071464/88761789,14843869
K516070277,15102173
CX47345557,15037994
316079865,"142910,14710970,149941,15116972,15119002,15262964,15278974,1862789,3246004,3315544,3317675,3430004,49047"
W016077803,88411
216072791,70415
306070775,15084091
W016072735,132656
W016076290,14815899
306071866,133393
316071712,"14834153,14939013"
W016070007,15017950
316079996,"143637,148552,150746"
216075085,15199012
316070874,15200121
216071753,14504868
316072670,136384
216074950,116062
216074629,3333082
W016075403,2712067
1616070569/88761190,"14787198,15444273"
1616070886/88761430,"14310766,14526773,14988989,15047904,15206971,15526998,15540004"
CX47348622,"14341753,14557769,14579725,14579726,14579733,14813927,14843939,14870361,15236979,15333989,15429959,15444272,15634980,3386569"
6831600749,"15262959,15470961"
216077913,3787590
216075979,100
316072546,9964587
216077181,"10513588,143005,14543742,14718976,14786936,14827000,14827261,14827275,14925941,14934111,1494785,149991,15050903,150957,15216002,3223810,3250538,3250632,3307285,3313319,3408560,3423398,5960653,6500596,70044"
CX47345850,1504800
6811600259,15549964
6871600801,15225133
CX48012011,"10188587,14511955,2207976"
306070244,"141203,15185970,3327885,3389652,3413437,3675587,3723590,3770654,3771854"
216072706,"3194180,3394618,8333602"
316071217,14731058
216075702,14894154
CX47347595,15331092
W016078035,2205966
CX47345839,"126542,150747,41,70057,70086,70274,70350,87795"
216072868,3391422
D616070197,"13201587,14631724"
CX47345870,4709595
W016070222,3238634
W016075270,2205615
W016077084,2424022
3831600299,"126542,70449,88479"
W016078812,7257587
2316071849,115928
216075681,15220039
B516070203/58725579,"14511917,14512037,14799019,15203061,15353972,15399963,15514959,15514960,2205798,2205821,2205853,2730037,3207300,3337358,3404637,5381588,6251589"
316071430,"11183588,13988593,14765887,14962880,7122588"
CX47345404,"12588609,14361751,14762160"
616070289,14895869
W016076222,14315735
216072310,3371014
CX47345642,"1295788,14566145,159500,3321429,6950590,8187591"
6821600325,15073919
1616070081/79213691,15073880
306070735,"2205573,2205858,2205948,2208025,3305806"
316077012,77033
216075820,"3182182,3387898"
216073044,15078930
2316070707,3417453
1616070130,15331043
B516070137/14900065,"13872600,2911097"
216076802,"3325022,3326041,3721608"
216077227,14809891
216077530,15078930
2316071580,134580
W016072220,3369573
216070114,14972167
316077471,15220036
316075845,1537795
316076365,14796943
CX47348725,"141088,150607"
216074345,12324593
W016076393,14894026
W016073376,"125765,126597"
1616070895,"14481833,14654729,14675955,14790551,15192100,15194058"
316077354,"14838965,14838967,14993077,14993922,15018074"
K516070288,15058972
K516070002,15383972
316072608,8163587
W016076267,15140151
W016074919,3328532
306070544,"134151,14565222"
W016071004,"14733918,14790221,15029906,7858614,8027598"
2316071258,15266963
6821600335,14790248
6811600260,15419008
6I01600626,14782215
316078291,126564
CX47346793,1739
316074525,3225551
CX47346965,"15109193,15109194"
W016071362,4394587
216076206,15220033
2316071923,14677766
316079881,"10522587,14783872,3326606"
W016071562,3239543
316071507,"15166011,70589"
O516070855,14942025
216075237,"125741,14883102,2206870,3328645,3399377,5262595"
W016070283,"219620,230964,3191242,3247211"
216074895,"12281598,12281604,12434592,133402,133456,135923,14563727,14665754,14694778,14720913,14932995,14959954,15050042,15051018,15051021,15057009,15219974,15221022,15221025,15222028,15256974,3298569,3299387,3306320,3307182,3390948,3997598,4312587,4467589,4709595,5233587,585387,6851595,70126,70128,70509,7727592,87120,87945,88445"
6E01600558,14967066
6871600678,14790248
316077597,"3329225,757485"
316078405,3328241
1616070469,"14191598,14787198,14788975,14843868,14890070,14935101,15058062,15156064,15182005,15182010,15193972,15193973,15220964,15297003,15315988,15348977,15348978,15512018,15553979,15587004"
1616070387/79213939,"15141113,15405075"
W016076127,"14828904,14837917,14841287,14858874,15143996,15357977,2207976,2957070,3390143,3415411"
2316070044,"15029906,205235,7858611"
2316070307,"136031,136193"
616071011,"14748107,15063007,3395920,8074588"
306070047,"14900182,8581593"
316074230,1862789
216071754,70334
216073850,"10608589,141743,3704617,486381"
CX47347727,"15426960,15564967,15640050"
A716070059/17830612,"14317763,14761959"
316072054,14841178
W016078032,14977858
W016078095,"138149,225608"
6861600360,15280990
316076847,"10697587,13213592,14711459,14712394,14774957,3247025,3315544,3392589,3399123,6536593,9575588,9661593"
316077662,2204883
316076589,15031011
306070121,15230124
216073303,149991
316072163,"148716,70349"
W016073540,"145253,3393109"
A716070346/17661656,9862587
2316070643,"15388255,15443979,15534021,15534973,3420352"
216072560,"12020587,133402,133624,133677,133772,133870,134508,134856,134867,135171,135440,135495,135509,135563,136121,14208676,14506725,14745863,14811864,14828601,14828603,14841101,14880868,14894456,15001977,15002734,15002790,15002793,15002794,15002797,15002813,15002819,15005970,15021864,1537793,232041,3186210,3196207,3205339,3244333,3244336,3244339,3244356,3244366,3249411,3249419,3249425,3249493,3249494,3249501,3249505,3249506,3249507,3249508,3306090,3328448,3328507,3328582,3335075,3335077,3336149,3344437,3394861,70126,70274,70448,70509,71568,761495,84027,87118,87120,881629,88411,88520,88622,88623,88675"
216076903,"140947,149731"
6E01600473,15401988
316074014,15220036
316076537,"135562,1537793,1675786,3205732,3392816"
W016073464,14991912
CX47348682,3783591
216076820,3167110
E216070001,8255587
CX47347789,5754588
316075414,138197
W016072717,1699
316074019,15589191
W016077947,"15002338,3296441,70072"
W016070714,"128990,129216"
A716070107,"150848,3423604"
W016073193,3319357
316075146,2207996
2316072064,3247959
6E01600550,14811865
6841601162,"15288975,15336004"
6A01600472,15415066
216077897,"12737587,131387,133289,135522,135818,14564167,14564302,14940924,15598011,1707,1708,1731,3224066,3365271,6600587,70072,70415,70449,70450,8712587,8934603"
1616071365/88761726,14957869
316078924,111064
CX47346208,87853
W016078389,"107056,117113"
W016072689,14918968
W016077192,2737035
W016076070,3749738
316073322,14474744
1616070425/79213968,15201035
K516070000,15288975
216077309,2180804
E216070007,3395246
CX48011795,14789469
1616070221/普00871184,"15192101,8519587"
316075337,126564
CX47347622,"138560,141086,144866,149226,231427,2893077,3806658"
W016075180,117289
316070487,14816056
W016076027,117350
CX47345295,140891
216076613,70356
216073209,3322415
316075616,3686587
6841600858,14845991
6871600807,14962884
216071080,"141873,14748032,149950,3220433,88061"
216074331,14791911
W016077554,3188242
316070007,"134373,134574,1632792,1748"
W016078379,13093588
CX47348283,14959928
O516070286,14533729
3416070054,14782210
1616070944,15471068
2316071257,136195
216071083,"1018630,143005,143752,151076,2361,70044"
216071081,"13000587,14401737,14565222,14728213,14932046,15503986,5560589"
W016071080,151076
W016070869,3390721
316070215,"134855,14322726,1495785,2702039,3235491,3306320,79006,88622"
216074255,"10513588,12855587,13335589,13337589,1410789,14263640,14442744,14672940,14827187,14908389,14955873,15016586,15071032,3339573,3339666,3341764,3403909,4642589,6500603,6791596,6791597,6791607,7581596,9682587"
316073231,15155966
W016071884,"129140,2602027,3240557"
CX47347630,"131438,14899621,6497590"
A716070575/17661894,4584589
W016078699,"14788207,2994094,3415479"
1616070129,15539983
2316070598,"14906186,15140971,15147013"
A716070453,3207386
W016074048,"125741,1708"
W016075253,15065876
CX47348024,3310564
CX47348666,150746
6C01600278,"15306063,15352007,15419008,15549964"
216073715,2543041
306071080,"14500758,14789577,15332007,2207938,3084079,3430016"
W016071731,2208089
316070985,15201975
216074641,808608
2316070418,1665814
CX47347422,2496032
6841600922,"14241597,14270731"
1616070137/79213727,"15351065,15455981,15455982"
W016074047,14315912
W016074271,3323917
2316070697,15145189
6E01600498,15278976
CX48011707,"13393589,14789186,2205556,2208221"
216072235,"118204,129611,131438,137443,137495,137504,138384,141068,141712,143000,14518733,149674,14968898,149890,152314,2182813,2443023,2785081,2913072,3223666,3250538,3296284,3325320,3328049,3336083,3336084,3338607,3339169,3394657,3395634,3396524,3423188,3434774,4709647,70324"
316073166,"143225,70324,88017,88226"
A716070075/17830780,14750897
W016073886,128927
W016070346,3337102
316074680,"132991,3312220"
W016074916,135828
W016071200,215529
316077086,15542987
W016071371,3185258
CX47347321,"14665754,3298569"
216071280,3207471
216071939,141196
W016075181,2777082
2316070532,"12486587,14598750,14863061,14938951,15312976,15331045,3205442,3236479,3342337,3366935,3369174,3388118,3709590"
6861600335,15042885
316074917,"124447,125731,125765,126597,126770,131231,134574"
1616070428,15336249
K516070050,"14782210,15051992,15058972"
W016072585,"135528,14562745"
306071282,"15216006,9575588"
616070372,"3224710,3332563"
W016075808,3006093
316077233,3398686
216077962,"14325738,14961013,15059869,15351082,15505969,3335924,3394381,8497587"
1616071129,"14481833,14654729,14671860,14675955,14731963,14790551,14980086,15157064,15192100"
316079066,15044921
316073272,124447
216078016,"122623,122791,1312779,135495,3326430,3334112,3334237"
216072198,3423229
316072939,15220039
2316071510,99015
W016074884,"141436,149353,2901150,3843079,686461"
306070114,14350724
1616071642/88764184,"13211594,14310766,14816941,15037958,15046030,15185962,9325588"
W016075338,70148
616070979,15342016
W016073810,23004
316072683,3423604
306071203,"70044,70333"
306071797,143459
316079884,"3204565,346"
W016076297,"11061588,143501"
216073387,"129322,12942593,132983,14474731,14961033,15057916,193058,205152,3241531,3253032,3312011,3322259,4169607,88475"
1616070574/88761216,"15551006,15569988,15589174,15623037,15625971"
316072346,"1668796,2227851,3413227,70986"
W016071449,14475739
316076472,14861183
216077594,143001
W016070177,3250673
216075494,14816949
1616071550/88761863,"14890070,15166003,15450039"
W016075999,"149966,3328015"
316079139,"137456,14925277,3083071,3188496,3396061"
316075513,3298569
W016076775,3184418
W016074778,15322976
A716070094/17661815,14329763
CX47346430,87434
2316070835,3397042
6881600312,14790248
316079798,"10727972,1222731,122888,124626,1495785,15106960,2240801,2696039,3186376,3248097,3312780,3326533,3342398,740494,88870"
6E01600442,14846195
316074804,"13901590,13901592,14748246,14818316"
316074287,2874070
316079100,14813146
W016071417,70977
316076972,15202998
W016073993,150162
W016077715,3365034
316078193,135837
W016076405,14361751
1616071333,15351065
W016067962,"15481980,15481985,15485970,15485973,15485980,15487003"
6871600841,"14782215,14790248,15286972,15336004"
216070976,14880868
316072055,140891
CX47348402,3326042
216071360,15238085
2316070776,"15001917,3113084"
6871600691,14790248
6A01600560,15240001
6841601138,15461984
216075488,3372437
316077638,15444112
W016078011,2205559
W016077846,3060074
CX47347896,"3318764,3336508"
CX47348408,"148597,150830,88061,9337587"
6E01600466,14787350
216071711,"133775,134231,134508,134740,134853,134856,134870,135384,135466,135492,135493,135494,135495,135501,135502,135503,135506,135510,135563,135824,135838,136053,136281,14215616,14828608,14866009,15002781,15002793,15002805,15002814,15002820,15021864,15146038,1537795,1589785,1619789,1696,1697,1698,1699,1707,1708,1750,1755,2165800,2206573,23004,284316,3159070,3206107,3244356,3247390,3249418,3249436,3249501,3312684,3322255,3328499,3328501,3328507,3328653,3336149,3344437,3370545,3390711,3434249,70274,70448,70509,71568,71642,761495,87118,87950,87951,88301,88411,88443,88444,88446,88475,88477,88480,88622,88623,88676,978632"
216070385,14787878
316079706,14818236
216076885,133271
316071138,15220033
216077158,14847917
316076237,718462
E216070080,3244904
CX47345798,"14365731,3307913,3393108,6360587"
616070025,3301826
316076570,14762160
216070912,"3188673,3322836,8333602"
CX47345954,3205746
3416070002,15031996
A716070163/17661816,15055878
O516070746,14243595
W016077981,7381592
306071825,15242245
1616071037/88761520,"14197589,15037958,15240983"
2316070176,15147013
216074444,"131387,131417,15055901,3183220,3423509"
216071099,"14812880,3245983,3250692,3344038,3714616"
W016071558,"118330,1303759,3216321"
316073068,"3414252,4231589"
3416070307,"15051992,15280990"
W016072430,142915
616071049,647
CX47346081,135384
CX48010404,3246763
2316070827,"12486587,3326043"
W016078760,3340398
W016070012,14766862
216075985,"12588605,12588609"
P516070115,"15189015,15286972"
1616071688,"13217588,14671860,14980086"
CX47347024,"10756588,13281589,13285590"
CX47347793,"1078636,174179"
D616070268,"14789217,2207951"
W016074990,3201288
CX47345706,15225082
CX48010508,3374580
W016071217,3370462
306070067,"117293,143207,1660794,3190443,3221374"
CX47347302,4363590
CX47348693,14680760
W016078287,141522
W016071323,14814861
216074842,3368987
CX47347870,132882
CX47348021,2901183
316075117,3328387
1616071256,"11667587,14791904,14890070,14935101,14972945,15140960,15166002,15193973,15487025,15631971,15634983"
2316070380,"2852069,953647"
1616071245/88761648,"15352015,15455982"
A716070440,14323737
W016073094,140713
306070103,15080209
316070848,14839893
316072228,3395555
W016071847,126109
316073406,"1247730,14050590,2776071,3315350"
6831600717,"14866104,15280990"
316075878,14809891
316074936,"148563,149097,150572,15201977,15281965,3222252,3391451,70042"
W016077531,3179440
W016072466,14508751
W016076892,15546990
A716070656/17830847,"3418649,967629,9843588"
306071964,3167079
216073837,14481833
2316071484,3217532
CX48010770,"1120,2932071"
W016076384,5356588
CX47345365,"126524,133002,14566234,3416680,70072,70450"
CX47345291,14565283
E216070037,"10650588,10650590,10650603,10726811,10851588,11008587,11013595,11084587,12252590,14263706,14278782,14316740,14802853,14924964,14967398,14968952,14968956,15010957,15049919,15049921,15050075,15050861,15050931,15060938,15062935,15062936,15083281,15083282,15083283,15083284,15083285,15083286,15083288,15083725,15083726,15084136,15084137,15084138,15084139,15084140,15084141,15084142,15084143,15084144,15084145,15084146,15084147,15084148,15084149,15084150,15084151,15084152,15084153,15084154,15084155,15084156,15084157,15084158,15084159,15084160,15084161,15084162,15084163,15084164,15084165,15084166,15084167,15084168,15084169,15084170,15085034,15137361,15138177,15159037,15394028,15461972,1616795,2182803,2313011,2479020,2707050,2749087,3176385,3176388,3176389,3177250,3204627,3205614,3207433,3207439,3217012,3249776,3273568,3273705,3273797,3278138,3278332,3278413,3278436,3278503,3278703,3283833,3283837,3284155,3285600,3293191,3297441,3321257,3322647,3323220,3323226,3323232,3326128,3326366,3330926,3336460,3336486,3365747,3365762,3383241,3388185,3398736,3398770,3399664,3405306,3406298,3406301,3406303,6282587,7812594,873631"
216076522,"11482587,13313589,13318589,13326590,13328589,13335590,134859,134872,13491589,135495,135504,135780,135789,135986,136156,13963589,14177590,14208663,14208673,14208675,14208676,14208680,14208681,14208683,14208686,14208692,14208698,14264732,14365767,14403732,14476723,14579723,14641729,14678749,14818392,14853889,14867991,14880868,14916872,14916873,14930034,14980190,14980271,15016557,15018885,15022268,15050018,15072183,150898,15155970,15156096,1696,1697,1713,1754,1755,1756,2206870,222,232041,3185304,3197176,3206663,3222172,3223713,3248640,3305917,3312238,3326167,3335061,3337481,3365652,3372597,3397580,3399242,3399386,3413666,3525587,3772606,3807588,4067591,4709595,5960749,6564590,7062587,7350587,8620598,87118,87950,87951,88479,8979588,8979589,9524589,9718589"
2316070011,1747
316078320,"141186,141203,142474,15185970,1627791,3389652"
306071601,14565662
306070791,3243621
306070693,3304084
316075035,"130643,2242377"
W016077461,"134701,134767,134857,135161,135343,135383,135384,135437,135451,135528,135739,135789,135835,135888,136025,14368799,14905976,15007886,1696,1697,1698,1699,1707,1708,1744,1746,1754,2208881,23004,232041,26001,3093074,3206107,3241825,3312680,3317335,3338485,3397576,631433,70126,70127,70128,70448,70509,70511,87120,88411,88443,88444,88445,88475,88480"
6I01600605,"15240001,15404968"
316070912,"15242996,15336207,15561978"
K516070183,15051992
1616070583,"15058062,15140961,15140963,15348976,15553979"
316074520,3204325
W016072248,10002587
316071729,"15189017,15220039"
316078111,"143759,148816"
2316071330,14213620
W016074171,14935988
1616070646/普00871189,14980182
216070668,"125741,125765,126542,126597,132882,132999,133271,133566,155047"
1616070427,15336249
O516070207,133626
W016070870,87120
O516070630,10952587
W016077806,14761982
316076966,15151323
216073626,3182644
1616070770/普00871192,14830136
3416070179,15189014
W016078433,"111064,148554"
CX47348606,15004874
316073560,15050044
216070412,14566216
W016075377,230923
W016078837,"14812166,3206565,3296492"
216071503,"14565959,14566078,15058952,3322525,3338560,3389916,705475"
316074176,"15072007,15278155,15336208"
W016077143,3328643
O516070528,1537795
CX47347516,14251618
CX47348380,14243595
216075748,14565135
216072185,14675793
216077453,15037969
2316070228,14863192
6I01600597,15225133
316073550,14693782
306071627,"137802,3368962"
P516070042,15280990
216076321,"131438,14743132,70128"
3416070431,15280990
W016077250,70447
216076537,15357994
A716070394/00014875,3216410
O516070852,3306718
W016078851,136281
216074989,3166116
216074565,125765
CX48011882,14789701
B516070070/01838728,"14787482,14855865,14926016,14929947,15050987"
316074569,14380729
216074277,12946593
W016071807,8929655
W016071193,3723601
316073598,3024086
W016071498,14860890
216075754,63
216073501,15060922
W016078480,"13624589,14340732,14748078,14830146,14837917,2205589,3383940,3390135,3418456,3418461,7745587"
2316070717,8328597
6841601028,14811865
216070443,3306621
B516070487,"13202587,2205849,2208003"
W016072487,6971590
W016070940,15205957
CX48010464,3323794
216073798,14696111
1616071212/88761617,"14580732,14797546,15065910,15083959,15368981"
216071251,"14678826,14786993,14863012,14863023,14863042,14863045,14863053,14863058,14943870,2195798,3152151,3196320,3196360,3197270,3241842,3241844,3241979,3325320,3335676,3342403,3345342,3395228,4642621,8944592"
316072025,3344149
316078057,14755907
306071832,142174
6A01600562,15461985
316078634,"14710970,14711052,14728228,149941,15119002,15278974,3224349,3239544,3315544,3317675,3318672,3370767,3430004,49047"
216075501,686430
W016076986,70509
1616070069,6517622
W016076952,1756
306070167,133408
316070527,"14915872,15071180"
6871600738,15141083
216075376,"135159,14698922,1699,2206869,70274"
216071163,9972587
1616071181/88761592,14864132
W016077773,14880868
CX47348328,2121799
5416070265,15280990
5416070009,15331040
W016074451,2207694
306071668,"14771939,14836101,14843965"
216077487,15540003
216071863,3313535
2316071869,132800
1616070390/79213942,14921004
1616070607,"15102173,15331043"
3416070140,15288976
W016071374,3243457
W016072390,15062979
K516070088,15362986
CX47346320,15140011
216071793,133006
316075558,15221037
1616071723/88764227,"14844938,15056894,15072158,15117960"
CX48010330,"1433827,14725889"
316078108,"10731999,2018785,3313086,3321381,3368919,87732"
CX47347841,14742107
306070659,"11702587,14887908,15083043"
316072222,15497959
W016077656,"141456,141935,70325"
W016070227,3204551
316079864,"14902236,2663032"
1616071269,15331043
5416070085,15288975
306071298,15138062
1616071671,"11667587,14141594,14491727,14491732,14688947,14717885,14717889,14866031,15090312,15140234,15140961,15140963,15156064,15168074,15193974,15220962,15242273,15242276,15297002,15348976,15348978,15487025,15510006,15575000,15587004,15638974,15651977"
CX47345426,"141873,148732,149338,3420352,3772098"
216074527,"11161587,12560591,137493,137799,138043,14260617,14411752,14424727,14573768,14695843,14797216,14810057,14822041,14828901,14935136,149518,149531,149778,14980271,150002,15016522,1666785,3179411,3201502,3223479,3223810,3388635,3396465,3420697,3771960,3868718,4889593,5960690,5960720,70975,7409588,88008,88064,9079601,9117587"
W016075462,1628794
306071044,"13635600,14850892"
316073501,2207507
316076852,15155985
O516070015,2886080
W016072861,3249498
W016077728,14908679
2316070089,15047882
2316071794,"134716,3166141"
6811600254,"15104043,15262959,15277003"
316073465,"3240906,3243715,3316936,3318066"
316078132,"138455,3317857,3423572,705446,88279"
216075493,3423909
306070110,135563
316071234,4231589
216070086,"231596,3245274,3306768,3383320"
B516070050/01838496,14912933
316070670,"14921897,14988933"
K516070097,15280990
W016070757,2007789
W016076927,1538791
1616071296/88761682,"15185960,15185961,15242188,6642591,9325588"
216073486,"14766008,15033861,15033862,15137039,15268974"
306071285,3305322
W016075449,3391297
216071380,"14673919,15242147"
316075679,2152815
CX47345929,"128666,134640,14729863,1941788,3186210,626"
CX47348285,"14270861,14365731,14380723,14942025"
6A01600534,15352007
D616070438,"14512051,14961898,2205700,3249054"
216072458,5403587
316075737,14680981
W016070894,1537795
316072051,2664022
216070547,15373189
316078878,"134358,134624,70089"
216074664,14199703
216072450,3807427
3831600350,15024905
O516070656,14881880
306071265,14909040
216073592,5610587
CX47348716,3321005
2316070167,3206663
216072766,"105072,111064,11162590,138609,14269798,14712360,148499,15022930,3246708,3313535,3340061,3342066,4228590,70978,87127"
W016076688,2208718
216075866,87945
316075585,"2119821,91"
W016070056,888629
5416070104,15189014
216077400,"1018630,129223,134855,14199727,14566234,14724137,1755,1756,3298637,3391796,3392575,3397627,3397654,3397665,3397671,3397730,3397780,3397783,88443,88479"
P516070030,15051992
B516070192,15006241
W016076994,2205669
216076683,134151
2316071181,"14270752,14420723"
2316072059,3423420
316079505,"14896134,14906031"
CX47345651,"1047629,205145,70415"
316075233,14863196
A716070436/17830895,"143207,143641,148816,148992,149270,150782,15242196,3335227,88176,88223"
O516070043,3412227
1616070730/普00871191,14819946
316071571,"134112,5022588"
W016077090,3342337
216074054,"14887869,14887957"
1616070872/88761419,"14806983,15073880,15116000,15151088,15204961,15246081,15263962"
6841601163,15278976
1916070023,"14481833,15157064,8768587"
CX47346367,"3818604,6361587"
1616070450/79213986,"14921004,15201033,15455984"
W016079093,"14925946,3325466"
W016072368,146883
W016076874,15204972
3416070056,15280990
W016075881,"2206067,2206182,2208188"
W016070888,3312981
W016077971,3079086
W016070138,3238634
216075750,"14579782,14672947,15180015"
W016072607,3204325
306070868,"134628,3384129,77034,88569"
306071473,"126570,2777076,70234"
316077932,3231096
3831600281,"1713,2792093,2956076,3328450"
316073307,206104
316079009,70042
W016075788,15137316
216072534,"14914913,15161961"
316079577,"3199173,70068"
316074811,"149731,3179307,3249261,3343923"
W016075712,88411
5416070195,15286972
CX48010276,1544797
316071091,"15231085,9591587"
216071428,"10452587,14742957,7978587"
216070244,"126279,15438025"
B516070387,"3322914,3487587"
W016076858,14766895
CX47348073,3325022
B516070008/01838450,15140457
W016075843,15514995
W016071947,1301793
W016076982,1707
216071038,"112074,133403,3186295,3249501"
306071620,3296836
2316071942,14264732
O516070807,133626
